s_name,s_artist,s_energy,s_genre
Cross My Mind,A R I Z O N A,0.747,Rock
Electric Touch,A R I Z O N A,0.784,Rock
Find Someone,A R I Z O N A,0.685,Rock
Oceans Away,A R I Z O N A,0.642,Rock
What She Wants,A R I Z O N A,0.656,Rock
Where I Wanna Be,A R I Z O N A,0.798,Rock
Baby Blue Eyes,A Rocket To The Moon,0.726,Alternative
Blaze of Somethin',A Thousand Horses,0.825,Country
Preachin' to the Choir,A Thousand Horses,0.825,Country
Smoke,A Thousand Horses,0.788,Country
1nce Again - Radio Version,A Tribe Called Quest,0.541,Hip-Hop
4 Moms,A Tribe Called Quest,0.389,Jazz
8 Million Stories,A Tribe Called Quest,0.498,Jazz
Award Tour,A Tribe Called Quest,0.6,Alternative
Black Spasmodic,A Tribe Called Quest,0.575,Jazz
Bonita Applebum - includes 'Can I Kick It' Intro,A Tribe Called Quest,0.701,Hip-Hop
Buggin' Out,A Tribe Called Quest,0.419,Alternative
Butter,A Tribe Called Quest,0.38,Alternative
Can I Kick It?,A Tribe Called Quest,0.666,Alternative
Check the Rhime,A Tribe Called Quest,0.361,Rap
Dis Generation,A Tribe Called Quest,0.79,Hip-Hop
Ego,A Tribe Called Quest,0.704,Jazz
Electric Relaxation,A Tribe Called Quest,0.534,Hip-Hop
Enough!!,A Tribe Called Quest,0.57,Hip-Hop
Everything Is Fair,A Tribe Called Quest,0.654,Jazz
Excursions,A Tribe Called Quest,0.608,Alternative
Find a Way,A Tribe Called Quest,0.581,Alternative
Footprints,A Tribe Called Quest,0.805,Jazz
Get A Hold,A Tribe Called Quest,0.427,Jazz
God Lives Through,A Tribe Called Quest,0.646,Jazz
I Left My Wallet in El Segundo,A Tribe Called Quest,0.825,Alternative
Infamous Date Rape,A Tribe Called Quest,0.344,Jazz
Jazz (We've Got),A Tribe Called Quest,0.479,Alternative
Keeping It Moving,A Tribe Called Quest,0.431,Jazz
Luck of Lucien,A Tribe Called Quest,0.574,Alternative
Mobius,A Tribe Called Quest,0.754,Jazz
Phony Rappers,A Tribe Called Quest,0.63,Jazz
Push It Along,A Tribe Called Quest,0.704,Jazz
Rock Rock Y'all,A Tribe Called Quest,0.532,Jazz
Scenario - LP Mix,A Tribe Called Quest,0.6,Alternative
Show Business,A Tribe Called Quest,0.591,Jazz
Solid Wall of Sound,A Tribe Called Quest,0.684,Hip-Hop
Steppin' It Up,A Tribe Called Quest,0.636,Jazz
Steve Biko (Stir It Up),A Tribe Called Quest,0.494,Alternative
Stressed Out,A Tribe Called Quest,0.399,Jazz
Sucka Nigga,A Tribe Called Quest,0.623,Jazz
The Donald,A Tribe Called Quest,0.6,Jazz
The Hop,A Tribe Called Quest,0.517,Alternative
The Killing Season,A Tribe Called Quest,0.756,Jazz
The Space Program,A Tribe Called Quest,0.705,Hip-Hop
Verses from the Abstract,A Tribe Called Quest,0.424,Jazz
Vibes and Stuff,A Tribe Called Quest,0.261,Jazz
We Can Get Down,A Tribe Called Quest,0.626,Jazz
We The People....,A Tribe Called Quest,0.805,Jazz
What?,A Tribe Called Quest,0.356,Jazz
Whateva Will Be,A Tribe Called Quest,0.604,Alternative
Youthful Expression,A Tribe Called Quest,0.583,Jazz
Mario Cart,A$AP ANT,0.647,Hip-Hop
Aww Yeah,A$AP Ferg,0.618,Hip-Hop
Dump Dump,A$AP Ferg,0.638,Rap
East Coast REMIX,A$AP Ferg,0.871,Hip-Hop
Hood Pope,A$AP Ferg,0.631,Hip-Hop
Mad Man,A$AP Ferg,0.762,Hip-Hop
Mattress REMIX,A$AP Ferg,0.824,Hip-Hop
Murda Something,A$AP Ferg,0.824,Hip-Hop
Nandos,A$AP Ferg,0.654,Hip-Hop
New Level REMIX,A$AP Ferg,0.663,Rap
Olympian,A$AP Ferg,0.583,Rap
One Night Savage,A$AP Ferg,0.837,Hip-Hop
Plain Jane,A$AP Ferg,0.844,Hip-Hop
Plain Jane REMIX,A$AP Ferg,0.839,Rap
Psycho,A$AP Ferg,0.727,Hip-Hop
Shabba,A$AP Ferg,0.712,Rap
Trap And A Dream,A$AP Ferg,0.804,Hip-Hop
What Do You Do,A$AP Ferg,0.713,Hip-Hop
Work,A$AP Ferg,0.834,Hip-Hop
Bachelor,A$AP Mob,0.607,Rap
Bahamas,A$AP Mob,0.855,Hip-Hop
Coziest,A$AP Mob,0.709,Hip-Hop
Crazy Brazy,A$AP Mob,0.629,Hip-Hop
FYBR (First Year Being Rich),A$AP Mob,0.442,Hip-Hop
Feels So Good,A$AP Mob,0.375,Hip-Hop
Frat Rules,A$AP Mob,0.777,Hip-Hop
Get The Bag,A$AP Mob,0.502,Rap
Hella Hoes,A$AP Mob,0.853,Hip-Hop
London Town,A$AP Mob,0.61,Hip-Hop
Money Man,A$AP Mob,0.735,Hip-Hop
Nasty's World,A$AP Mob,0.612,Hip-Hop
Perry Aye,A$AP Mob,0.535,Hip-Hop
Put That On My Set,A$AP Mob,0.547,Hip-Hop
RAF,A$AP Mob,0.663,Rap
Runner,A$AP Mob,0.548,Rap
Telephone Calls,A$AP Mob,0.772,Hip-Hop
Walk On Water,A$AP Mob,0.532,Hip-Hop
Way Hii,A$AP Mob,0.647,Hip-Hop
What Happens,A$AP Mob,0.686,Hip-Hop
Wrong,A$AP Mob,0.743,Rap
1Train,A$AP Rocky,0.878,Hip-Hop
A$AP Forever,A$AP Rocky,0.78,Rap
A$AP Forever REMIX,A$AP Rocky,0.754,Hip-Hop
Back Home,A$AP Rocky,0.887,Hip-Hop
Bad Company (feat. BlocBoy JB),A$AP Rocky,0.529,Hip-Hop
"Black Tux, White Collar",A$AP Rocky,0.597,Hip-Hop
Brotha Man,A$AP Rocky,0.398,Hip-Hop
Buck Shots,A$AP Rocky,0.85,Hip-Hop
Canal St.,A$AP Rocky,0.583,Hip-Hop
Changes,A$AP Rocky,0.326,Hip-Hop
Cocky (feat. London On Da Track),A$AP Rocky,0.633,Rap
Distorted Records,A$AP Rocky,0.869,Hip-Hop
Electric Body,A$AP Rocky,0.598,Hip-Hop
Everyday,A$AP Rocky,0.661,Rap
Excuse Me,A$AP Rocky,0.71,Hip-Hop
"Fine Whine (feat. Joe Fox, Future & M.I.A.)",A$AP Rocky,0.522,Rap
Ghetto Symphony,A$AP Rocky,0.921,Hip-Hop
Goldie,A$AP Rocky,0.848,Hip-Hop
Gunz N Butter,A$AP Rocky,0.632,Hip-Hop
Hell (feat. Santigold),A$AP Rocky,0.489,Rap
Holy Ghost,A$AP Rocky,0.779,Rap
I Come Apart (feat. Florence Welch),A$AP Rocky,0.616,Hip-Hop
Jukebox Joints,A$AP Rocky,0.797,Hip-Hop
LVL,A$AP Rocky,0.427,Rap
Long Live A$AP,A$AP Rocky,0.824,Hip-Hop
Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,0.718,Hip-Hop
M'$ (feat. Lil Wayne),A$AP Rocky,0.629,Rap
Max B,A$AP Rocky,0.394,Hip-Hop
Multiply,A$AP Rocky,0.783,Hip-Hop
PMW (All I Really Need) (feat. ScHoolboy Q),A$AP Rocky,0.747,Hip-Hop
Pain (feat. OverDoz.),A$AP Rocky,0.835,Hip-Hop
Peso,A$AP Rocky,0.831,Hip-Hop
Phoenix,A$AP Rocky,0.515,Hip-Hop
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,0.569,Rap
Purple Swag,A$AP Rocky,0.571,Hip-Hop
Sundress,A$AP Rocky,0.704,Rap
Tony Tone,A$AP Rocky,0.783,Hip-Hop
Wild for the Night (feat. Skrillex & Birdy Nam Nam),A$AP Rocky,0.849,Hip-Hop
r - Cali,A$AP Rocky,0.765,Hip-Hop
A Glorious Death,A$AP Twelvyy,0.595,Hip-Hop
Child's Play,A$AP Twelvyy,0.743,Hip-Hop
Diamonds,A$AP Twelvyy,0.596,Hip-Hop
Strapped,A$AP Twelvyy,0.534,Hip-Hop
DJs Gotta Dance More,A-Trak,0.889,Electronic
Dumbo Drop - Gammer Remix,A-Trak,0.85,Electronic
Fern Gully,A-Trak,0.765,Electronic
Jumbo,A-Trak,0.926,Electronic
Money Makin' - Barjo & Alban Lipp Remix,A-Trak,0.551,Electronic
Out The Speakers - Caked Up Remix,A-Trak,0.993,Electronic
Piss Test - Remix,A-Trak,0.86,Electronic
Push,A-Trak,0.877,Electronic
Ray Ban Vision - Casper & B. Remix,A-Trak,0.691,Electronic
"Ride For Me (with Young Thug, feat. 24hrs)",A-Trak,0.768,Electronic
Tuna Melt,A-Trak,0.993,Electronic
We All Fall Down (feat. Jamie Lidell),A-Trak,0.906,Electronic
Mightiest of Guns,A.A. Bondy,0.157,Country
EXOTICA,A.CHAL,0.619,Hip-Hop
INDIGO GIRL,A.CHAL,0.55,Hip-Hop
TYPE,A.CHAL,0.76,Hip-Hop
"The Humma Song (From ""OK Jaanu"")",A.R. Rahman,0.65,Hip-Hop
777 ~We can sing a song!~,AAA,0.926,Anime
Calling,AAA,0.848,Anime
Gotta Love Me,AAA,0.966,Anime
LIFE,AAA,0.893,Anime
Tomorrow,AAA,0.739,Anime
WAY OF GLORY,AAA,0.853,Anime
With you,AAA,0.998,Anime
アシタノヒカリ,AAA,0.919,Anime
愛してるのに、愛せない,AAA,0.81,Anime
笑顔のループ,AAA,0.609,Anime
Roses,ABRA,0.638,Alternative
All About Paper,AC Slater,0.914,Electronic
Another You,AC Slater,0.585,Electronic
Bass Inside,AC Slater,0.838,Electronic
Come Back,AC Slater,0.837,Electronic
Fly Kicks - Wax Motif Remix,AC Slater,0.692,Electronic
Jaws - Phlegmatic Dogs Remix,AC Slater,0.815,Electronic
Legit,AC Slater,0.533,Electronic
Ring the Alarm,AC Slater,0.664,Electronic
Taking Off,AC Slater,0.488,Electronic
U Got 2,AC Slater,0.88,Electronic
Big Gun,AC/DC,0.901,Rock
Dog Eat Dog,AC/DC,0.795,Rock
For Those About to Rock (We Salute You),AC/DC,0.909,Rock
Givin the Dog a Bone,AC/DC,0.975,Rock
Hard Times,AC/DC,0.758,Rock
Heatseeker,AC/DC,0.873,Rock
Highway to Hell,AC/DC,0.913,Rock
If You Want Blood (You've Got It),AC/DC,0.923,Rock
It's a Long Way to the Top (If You Wanna Rock 'N' Roll),AC/DC,0.863,Rock
Moneytalks,AC/DC,0.903,Rock
Rock and Roll Ain't Noise Pollution,AC/DC,0.659,Rock
Shot Down in Flames,AC/DC,0.863,Rock
Thunderstruck,AC/DC,0.889,Rock
War Machine,AC/DC,0.718,Rock
What Do You Do for Money Honey,AC/DC,0.858,Rock
Who Made Who,AC/DC,0.825,Rock
Whole Lotta Rosie,AC/DC,0.839,Rock
Dancing Through Sunday,AFI,0.972,Alternative
Girl's Not Grey,AFI,0.91,Alternative
Miss Murder,AFI,0.875,Alternative
Prelude 12/21,AFI,0.657,Alternative
Silver And Cold,AFI,0.846,Alternative
Snow Cats,AFI,0.775,Alternative
Summer Shudder,AFI,0.939,Alternative
The Boy Who Destroyed The World,AFI,0.98,Alternative
The Days Of The Phoenix,AFI,0.983,Alternative
Boss (PhaseOne Remix),AFK,0.921,Electronic
On The Floor - 2018 VIP,AFK,0.924,Electronic
Wdgaf (Dub Version) [feat. Jay Fresh],AFK,0.99,Electronic
Wdgaf (feat. Jay Fresh),AFK,0.994,Electronic
Every Day,AFX,0.838,Electronic
Summer Magic - Japanese Version,AI,0.733,Anime
キラキラ,AI,0.948,Anime
Снег,AIGEL,0.549,Electronic
Ask Me How I Know,AIMP Nashville,0.58,Country
LO(V/S)ER,AJ Tracey,0.831,Hip-Hop
100 Bad Days,AJR,0.639,Rock
Burn the House Down,AJR,0.66,Rock
I'm Ready,AJR,0.867,Rock
"It's On Us (Benefiting the ""It's On Us"" Campaign)",AJR,0.718,Rock
My Calling,AJR,0.666,Rock
No Grass Today,AJR,0.497,Rock
Pitchfork Kids,AJR,0.778,Rock
The Good Part,AJR,0.443,Rock
Thirsty,AJR,0.708,Rock
Turning Out,AJR,0.481,Rock
Weak,AJR,0.642,Rock
Don't Look Down,AK,0.749,Hip-Hop
Life Like This,AK,0.731,Hip-Hop
Thotiana (Remix),AK,0.454,Hip-Hop
Sunday Morning,AK420,0.664,Jazz
Boku No Taiyoh,AKB48,0.96,Anime
Skirt Hirari - Album Mix,AKB48,0.965,Anime
"Sugar Rush - From ""Wreck-It Ralph""/Soundtrack Version",AKB48,0.867,Anime
Road Run (feat. Shoreline Mafia),ALLBLACK,0.564,Rap
ARMNHMR & Nolan van Lith - Alone (Soar Remix),ARMNHMR,0.534,Electronic
FAREWELL (Corporate Slackrs Remix),ARMNHMR,0.793,Electronic
Need You (Maliboux Remix),ARMNHMR,0.712,Electronic
WANT U (Feat. Lilianna Wilde),ARMNHMR,0.792,Electronic
Wings (Feat. GRAYE),ARMNHMR,0.844,Electronic
Wings (Florals Remix),ARMNHMR,0.589,Electronic
Won't Come Back (JVNA Remix),ARMNHMR,0.809,Electronic
Don't Leave Me,ASCA,0.239,Anime
Gravity (with fox capture plan),ASCA,0.875,Anime
Michishirube,ASCA,0.892,Anime
Mirage,ASCA,0.751,Anime
Nisemono No Koi Ni Sayounara (with Kanon Wakeshima),ASCA,0.931,Anime
Resister,ASCA,0.945,Anime
"Suspected, Confused and Action",ASCA,0.76,Anime
1980,ASIAN KUNG-FU GENERATION,0.916,Anime
24Ji - 2016 Rerecorded,ASIAN KUNG-FU GENERATION,0.935,Anime
A & Z,ASIAN KUNG-FU GENERATION,0.863,Anime
A Lost Dog and Beats of the Rain,ASIAN KUNG-FU GENERATION,0.83,Anime
A Town in Blue,ASIAN KUNG-FU GENERATION,0.926,Anime
"All Right, Pt. 2",ASIAN KUNG-FU GENERATION,0.879,Anime
Blood Circulator,ASIAN KUNG-FU GENERATION,0.975,Anime
Blood Circulator - Anime Size,ASIAN KUNG-FU GENERATION,0.965,Anime
Boys & Girls,ASIAN KUNG-FU GENERATION,0.529,Anime
Caterpillar,ASIAN KUNG-FU GENERATION,0.959,Anime
Circus,ASIAN KUNG-FU GENERATION,0.5,Anime
Clicking My Heels to Love,ASIAN KUNG-FU GENERATION,0.8,Anime
Compass,ASIAN KUNG-FU GENERATION,0.902,Anime
Denpato,ASIAN KUNG-FU GENERATION,0.652,Anime
Dicotyledon,ASIAN KUNG-FU GENERATION,0.842,Anime
Dororo,ASIAN KUNG-FU GENERATION,0.746,Anime
E,ASIAN KUNG-FU GENERATION,0.681,Anime
Enoshima Escar,ASIAN KUNG-FU GENERATION,0.872,Anime
Entrance,ASIAN KUNG-FU GENERATION,0.782,Anime
Eternal Glider,ASIAN KUNG-FU GENERATION,0.684,Anime
Eternal Sunshine,ASIAN KUNG-FU GENERATION,0.924,Anime
Forever,ASIAN KUNG-FU GENERATION,0.892,Anime
Fujisawa Loser,ASIAN KUNG-FU GENERATION,0.976,Anime
Gekkou,ASIAN KUNG-FU GENERATION,0.704,Anime
Haruka Kanata,ASIAN KUNG-FU GENERATION,0.951,Anime
Hase Sanz,ASIAN KUNG-FU GENERATION,0.947,Anime
Hometown,ASIAN KUNG-FU GENERATION,0.707,Anime
Inamuragasaki Jane,ASIAN KUNG-FU GENERATION,0.969,Anime
Into an Unseen Tomorrow,ASIAN KUNG-FU GENERATION,0.97,Anime
Kaigan Dori,ASIAN KUNG-FU GENERATION,0.852,Anime
Kamakura Goodbye,ASIAN KUNG-FU GENERATION,0.534,Anime
Kouya Wo Aruke,ASIAN KUNG-FU GENERATION,0.823,Anime
Kugenuma Surf,ASIAN KUNG-FU GENERATION,0.963,Anime
Last Dance with the Sadness,ASIAN KUNG-FU GENERATION,0.906,Anime
Last Scene,ASIAN KUNG-FU GENERATION,0.702,Anime
Little Lennon,ASIAN KUNG-FU GENERATION,0.929,Anime
Living in the Now,ASIAN KUNG-FU GENERATION,0.887,Anime
Loop & Loop,ASIAN KUNG-FU GENERATION,0.931,Anime
Machine Guns and Adjectives,ASIAN KUNG-FU GENERATION,0.911,Anime
Mayonaka To Mahiru No Yume - 2016 Rerecorded,ASIAN KUNG-FU GENERATION,0.83,Anime
Mustang,ASIAN KUNG-FU GENERATION,0.928,Anime
My World,ASIAN KUNG-FU GENERATION,0.803,Anime
My World - 2016 Rerecorded,ASIAN KUNG-FU GENERATION,0.817,Anime
N.G.S,ASIAN KUNG-FU GENERATION,0.675,Anime
N2,ASIAN KUNG-FU GENERATION,0.897,Anime
Neoteny,ASIAN KUNG-FU GENERATION,0.956,Anime
Night Diving,ASIAN KUNG-FU GENERATION,0.837,Anime
Omatsuri No Ato,ASIAN KUNG-FU GENERATION,0.933,Anime
Opera Glasses,ASIAN KUNG-FU GENERATION,0.963,Anime
Paint It White,ASIAN KUNG-FU GENERATION,0.848,Anime
Planet,ASIAN KUNG-FU GENERATION,0.966,Anime
Planet of the Apes,ASIAN KUNG-FU GENERATION,0.983,Anime
Powder Snow,ASIAN KUNG-FU GENERATION,0.595,Anime
Prisoner in a Frame,ASIAN KUNG-FU GENERATION,0.807,Anime
Pulsating Life,ASIAN KUNG-FU GENERATION,0.959,Anime
Rabbit in Backyard,ASIAN KUNG-FU GENERATION,0.957,Anime
Radio Tower,ASIAN KUNG-FU GENERATION,0.903,Anime
Railroad,ASIAN KUNG-FU GENERATION,0.76,Anime
Re:Re:,ASIAN KUNG-FU GENERATION,0.853,Anime
Rewrite,ASIAN KUNG-FU GENERATION,0.935,Anime
Right Now,ASIAN KUNG-FU GENERATION,0.96,Anime
Rising Sun,ASIAN KUNG-FU GENERATION,0.612,Anime
"Rockn' Roll, Morning Light Falls on You",ASIAN KUNG-FU GENERATION,0.906,Anime
Science Fiction,ASIAN KUNG-FU GENERATION,0.941,Anime
Season of Beginnings,ASIAN KUNG-FU GENERATION,0.849,Anime
Shindo-Kaku - 2016 Rerecorded,ASIAN KUNG-FU GENERATION,0.92,Anime
Shindo-kaku,ASIAN KUNG-FU GENERATION,0.953,Anime
Siren,ASIAN KUNG-FU GENERATION,0.964,Anime
Siren - 2016 Rerecorded,ASIAN KUNG-FU GENERATION,0.933,Anime
Sleep,ASIAN KUNG-FU GENERATION,0.784,Anime
Song of Blue,ASIAN KUNG-FU GENERATION,0.696,Anime
Soranin,ASIAN KUNG-FU GENERATION,0.771,Anime
Standard,ASIAN KUNG-FU GENERATION,0.967,Anime
The Reason Why,ASIAN KUNG-FU GENERATION,0.876,Anime
The Thaw,ASIAN KUNG-FU GENERATION,0.919,Anime
Time Traveler,ASIAN KUNG-FU GENERATION,0.893,Anime
To You. The Departing,ASIAN KUNG-FU GENERATION,0.97,Anime
To Your Town - 2016 Rerecorded,ASIAN KUNG-FU GENERATION,0.917,Anime
Understand,ASIAN KUNG-FU GENERATION,0.72,Anime
Walk in the Wild Land - Hometown Version,ASIAN KUNG-FU GENERATION,0.815,Anime
Waltz in Codebook,ASIAN KUNG-FU GENERATION,0.943,Anime
"Well Then, See You Again Tomorrow",ASIAN KUNG-FU GENERATION,0.775,Anime
Winner and Loser,ASIAN KUNG-FU GENERATION,0.953,Anime
Wonder Future,ASIAN KUNG-FU GENERATION,0.928,Anime
World Apart,ASIAN KUNG-FU GENERATION,0.938,Anime
World World,ASIAN KUNG-FU GENERATION,0.532,Anime
World World World,ASIAN KUNG-FU GENERATION,0.692,Anime
Yoru No Mukou - 2016 Rerecorded,ASIAN KUNG-FU GENERATION,0.91,Anime
Alchemy,ATLiens,0.867,Electronic
Exile,ATLiens,0.782,Electronic
Hit Em,ATLiens,0.804,Electronic
IMMA,ATLiens,0.747,Electronic
Interstellar (feat. Sara Skinner),ATLiens,0.637,Electronic
Interstellar - TYNAN Remix,ATLiens,0.703,Electronic
Interstellar - X&G Remix,ATLiens,0.515,Electronic
Witch Doctor,ATLiens,0.911,Electronic
Handyman,AWOLNATION,0.724,Rock
Hollow Moon (Bad Wolf),AWOLNATION,0.757,Alternative
I Am,AWOLNATION,0.746,Alternative
"I'm On Fire - From ""Fifty Shades Of Grey"" Soundtrack",AWOLNATION,0.384,Rock
Jailbreak,AWOLNATION,0.4,Alternative
Kill Your Heroes,AWOLNATION,0.95,Rock
Not Your Fault,AWOLNATION,0.733,Alternative
Sail - Unlimited Gravity Remix,AWOLNATION,0.47,Alternative
Table for One (feat. Elohim),AWOLNATION,0.767,Alternative
Rather Unique,AZ,0.668,Alternative
At Your Best (You Are Love),Aaliyah,0.441,Hip-Hop
Back & Forth,Aaliyah,0.727,Hip-Hop
I Don't Wanna,Aaliyah,0.572,Hip-Hop
One More Day,Aaron Cole,0.829,Hip-Hop
4 Dance Episodes from Rodeo: I. Buckaroo Holiday,Aaron Copland,0.413,Classical
Appalachian Spring Suite,Aaron Copland,0.0412,Classical
Appalachian Spring: IV. Quite Fast,Aaron Copland,0.27,Classical
Appalachian Spring: V. Subito allegro,Aaron Copland,0.274,Classical
Appalachian Spring: VII. Doppio movimento,Aaron Copland,0.124,Classical
Billy the Kid Suite: I. Introduction. The Open Prairie,Aaron Copland,0.155,Classical
Billy the Kid: II. Street in a Frontier Town,Aaron Copland,0.114,Classical
Billy the Kid: V. Gun Battle,Aaron Copland,0.285,Classical
Billy the Kid: VIII. The Open Prairie Again,Aaron Copland,0.309,Classical
Billy the Kid: VIIa. Billy's Death,Aaron Copland,0.00536,Classical
Billy the Kid: VIa. Celebration,Aaron Copland,0.276,Classical
Billy the Kid: VIb. Billy in Prison,Aaron Copland,0.0519,Classical
Billy the Kid: VIc. Billy in the Desert. Waltz,Aaron Copland,0.0183,Classical
Down a Country Lane,Aaron Copland,0.0555,Classical
Fanfare for the Common Man,Aaron Copland,0.179,Classical
Grohg: I. Introduction & Cortège - Entrance of Grohg,Aaron Copland,0.085,Classical
Grohg: IV. Dance of the Street-Walker,Aaron Copland,0.217,Classical
Rodeo: 4 Dance Episodes: No. 4. Hoe-Down,Aaron Copland,0.302,Classical
Rodeo: Hoe Down,Aaron Copland,0.229,Classical
Rodeo: II. Corral Nocturne,Aaron Copland,0.0338,Classical
Rodeo: V. Hoe Down,Aaron Copland,0.224,Classical
Symphony No. 3: I. Molto moderato (With Simple Expression),Aaron Copland,0.0896,Classical
Symphony No. 3: III. Andantino quasi allegretto,Aaron Copland,0.0241,Classical
When You Are Near,Aaron Goldberg,0.0777,Jazz
You Are,Aaron Goodvin,0.669,Country
Musica Celestis for cello and orchestra,Aaron Jay Kernis,0.0301,Classical
Perpetual Chaconne,Aaron Jay Kernis,0.0343,Classical
"String Quartet No. 2, ""musica instrumentalis"": I. Overture",Aaron Jay Kernis,0.188,Classical
75,Aaron Lewis,0.46,Country
Country Boy (feat. George Jones & Charlie Daniels),Aaron Lewis,0.667,Alternative
Endless Summer,Aaron Lewis,0.756,Country
Folded Flag,Aaron Lewis,0.446,Alternative
Forever,Aaron Lewis,0.625,Alternative
God And Guns,Aaron Lewis,0.657,Alternative
I Lost It All,Aaron Lewis,0.586,Alternative
It Keeps On Workin’,Aaron Lewis,0.842,Alternative
Lessons Learned,Aaron Lewis,0.613,Country
Lost And Lonely,Aaron Lewis,0.52,Country
Massachusetts,Aaron Lewis,0.619,Country
Northern Redneck,Aaron Lewis,0.77,Alternative
"Red, White & Blue",Aaron Lewis,0.501,Alternative
Sinner,Aaron Lewis,0.78,Alternative
State I’m In,Aaron Lewis,0.561,Country
State Lines,Aaron Lewis,0.779,Country
Tangled Up In You,Aaron Lewis,0.424,Country
That Ain’t Country,Aaron Lewis,0.829,Alternative
The Bottom,Aaron Lewis,0.431,Country
The Party’s Over,Aaron Lewis,0.82,Alternative
The Road,Aaron Lewis,0.667,Country
The Story Never Ends,Aaron Lewis,0.668,Country
Vicious Circles,Aaron Lewis,0.489,Country
Whiskey And You,Aaron Lewis,0.333,Alternative
Worth a Shot,Aaron Pritchett,0.867,Country
My Hope Is In You,Aaron Shust,0.874,Alternative
No One Higher,Aaron Shust,0.71,Alternative
Get Through This,Aaron Taylor,0.498,Jazz
I Think I Love You Again,Aaron Taylor,0.325,Jazz
Lesson Learnt,Aaron Taylor,0.762,Jazz
Kiss This,Aaron Tippin,0.723,Country
That's as Close as I'll Get to Loving You,Aaron Tippin,0.598,Country
Workin' Man's Ph.D,Aaron Tippin,0.783,Country
Amen Amigo,Aaron Watson,0.915,Country
Bluebonnets (Julia's Song),Aaron Watson,0.434,Country
Clear Isabel,Aaron Watson,0.865,Country
Crazy,Aaron Watson,0.682,Country
Fence Post,Aaron Watson,0.549,Country
Freight Train,Aaron Watson,0.803,Country
Getaway Truck,Aaron Watson,0.738,Country
July In Cheyenne (Song For Lane's Momma),Aaron Watson,0.512,Country
Kiss That Girl Goodbye,Aaron Watson,0.86,Rock
Off The Record,Aaron Watson,0.379,Country
One Of Your Nights,Aaron Watson,0.447,Country
One Two Step At A Time,Aaron Watson,0.856,Country
Outta Style,Aaron Watson,0.886,Country
Raise Your Bottle,Aaron Watson,0.65,Country
Real Good Time,Aaron Watson,0.797,Country
Run Wild Horses,Aaron Watson,0.757,Rock
Shut Up And Dance,Aaron Watson,0.376,Country
Summertime Girl,Aaron Watson,0.783,Country
Take You Home Tonight,Aaron Watson,0.887,Country
Texas Boys with Pat Green & Josh Abbott,Aaron Watson,0.722,Country
That Look,Aaron Watson,0.622,Country
That's Gonna Leave A Mark,Aaron Watson,0.72,Country
The Arrow,Aaron Watson,0.751,Country
The Prayer,Aaron Watson,0.463,Country
They Don't Make Em Like They Used To,Aaron Watson,0.833,Country
Vaquero,Aaron Watson,0.538,Country
Our Apartment,Aaron West & The Roaring Twenties,0.66,Alternative
Booty Time - Yellow Claw & Stoltenhoff Remix,Aazar,0.976,Electronic
Da Vinci,Aazar,0.64,Electronic
Gyal,Aazar,0.857,Electronic
Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,0.606,Alternative
D.R.U.G.S.,Ab-Soul,0.447,Hip-Hop
Huey Knew THEN (feat. Da$H),Ab-Soul,0.748,Hip-Hop
Illuminate (feat. Kendrick Lamar),Ab-Soul,0.855,Rap
Terrorist Threats (feat. Danny Brown & Jhene Aiko),Ab-Soul,0.565,Hip-Hop
The Law (feat. Mac Miller & Rapsody),Ab-Soul,0.637,Rap
YMF,Ab-Soul,0.62,Alternative
Do Nothing 'Til You Hear From Me,Abbey Lincoln,0.27,Jazz
This Feeling,Abby Anderson,0.759,Country
5 American Preludes - Scherzino,Abel Carlevaro,0.0319,Classical
Musica Incidental para Cine,Abel Carlevaro,0.231,Classical
FLUSH,Abhi The Nomad,0.643,Hip-Hop
Cocaine Blues,Abner Jay,0.334,Blues
I'm So Depressed,Abner Jay,0.349,Blues
I Do This (feat. Roze),Abstract,0.655,Hip-Hop
Im Good (feat. Roze & Drumma Battalion),Abstract,0.541,Hip-Hop
ALL CAPS,Abstract Orchestra,0.576,Jazz
Fancy Clown,Abstract Orchestra,0.496,Jazz
New Day,Abstract Orchestra,0.411,Jazz
Funeral Canticle,Academy of Ancient Music,0.0217,Classical
"Te Deum, H.146 (1989 Digital Remaster): Te aeternum Patrem",Academy of St. Martin in the Fields,0.0838,Classical
Balls to the Wall,Accept,0.739,Rock
So Contagious,Acceptance,0.702,Alternative
Amnesia,Ace Hood,0.478,Hip-Hop
Bugatti,Ace Hood,0.589,Hip-Hop
Came Wit the Posse,Ace Hood,0.486,Rap
Count On,Ace Hood,0.583,Hip-Hop
Hustle Hard Remix,Ace Hood,0.74,Rap
Passion,Ace Hood,0.466,Rap
We Ball,Ace Hood,0.426,Hip-Hop
Eulogy to Eunice,Acid Pauli,0.365,Electronic
Out Of Nowhere,Acoustic Alchemy,0.639,Jazz
Playing For Time,Acoustic Alchemy,0.695,Jazz
Tete A Tete,Acoustic Alchemy,0.63,Jazz
The Velvet Swing,Acoustic Alchemy,0.648,Jazz
Actin Crazy,Action Bronson,0.622,Alternative
Baby Blue (feat. Chance the Rapper),Action Bronson,0.487,Hip-Hop
